timestamp,keller_pressure_bar,keller_temperature_degC,n_keller_samples,vacuum_chamber_mbar,pulses_interval,pulses_total,open_time_us,pulse_timestamps_us,pulse_open_times_us,pulse_acks
2026-07-02T13:15:57.968,,,0,1.3962994095585864e-07,0,0,1600,,,
2026-07-02T13:15:58.472,,,0,1.8149474737497384e-07,0,0,1600,,,
2026-07-02T13:15:58.960,,,0,3.6699349703648486e-10,0,0,1600,,,
2026-07-02T13:15:59.476,,,0,1.0269985216196406e-07,0,0,1600,,,
2026-07-02T13:15:59.982,,,0,3.6699349703648486e-10,0,0,1600,,,
2026-07-02T13:16:00.471,,,0,4.6181387024217995e-09,0,0,1600,,,
2026-07-02T13:16:00.960,,,0,3.405019886818602e-10,0,0,1600,,,
2026-07-02T13:16:01.467,,,0,3.6699349703648486e-10,0,0,1600,,,
2026-07-02T13:16:01.977,,,0,4.425936299437891e-10,0,0,1600,,,
2026-07-02T13:16:02.454,,,0,3.7533579455233166e-10,0,0,1600,,,
2026-07-02T13:16:02.970,,,0,3.456427055406247e-10,0,0,1600,,,
2026-07-02T13:16:03.465,,,0,4.3928996998026234e-10,0,0,1600,,,
2026-07-02T13:16:03.974,,,0,1.8149474737497384e-07,0,0,1600,,,
2026-07-02T13:16:04.468,,,0,1.1263612313461967e-08,0,0,1600,,,
2026-07-02T13:16:04.983,,,0,1.990544707053188e-08,0,0,1600,,,
2026-07-02T13:16:05.466,,,0,9.991156187661374e-09,0,0,1600,,,
2026-07-02T13:16:05.979,,,0,1.7436674619399425e-09,0,0,1600,,,
2026-07-02T13:16:06.469,,,0,3.8100241357626845e-10,0,0,1600,,,
2026-07-02T13:16:06.981,,,0,3.5883661729547587e-10,0,0,1600,,,
2026-07-02T13:16:07.472,,,0,4.327564447000702e-10,0,0,1600,,,
2026-07-02T13:16:07.975,,,0,1.7436674619399425e-09,0,0,1600,,,
2026-07-02T13:16:08.466,,,0,2.997808145993555e-10,0,0,1600,,,
2026-07-02T13:16:08.955,,,0,8.515752451031862e-08,0,0,1600,,,
2026-07-02T13:16:09.475,,,0,1.0608322669539418e-08,0,0,1600,,,
2026-07-02T13:16:09.968,,,0,4.504472516700349e-08,0,0,1600,,,
2026-07-02T13:16:10.483,,,0,3.2310416135940953e-10,0,0,1600,,,
2026-07-02T13:16:10.975,,,0,4.2632009202909743e-10,0,0,1600,,,
2026-07-02T13:16:11.475,,,0,3.8486873970075714e-08,0,0,1600,,,
2026-07-02T13:16:11.983,,,0,3.255340513065438e-10,0,0,1600,,,
2026-07-02T13:16:12.479,,,0,3.6425414056814145e-10,0,0,1600,,,
2026-07-02T13:16:12.971,,,0,7.610530908404171e-08,0,0,1600,,,
2026-07-02T13:16:13.475,,,0,3.925935979834193e-10,0,0,1600,,,
2026-07-02T13:16:13.982,,,0,6.733207044176305e-10,0,0,1600,,,
2026-07-02T13:16:14.480,,,0,1.527654042645669e-07,0,0,1600,,,
2026-07-02T13:16:14.971,,,0,1.696599037147518e-07,0,0,1600,,,
2026-07-02T13:16:15.467,,,0,8.817822391247055e-10,0,0,1600,,,
2026-07-02T13:16:15.968,,,0,1.3788982719608321e-08,0,0,1600,,,
2026-07-02T13:16:16.468,,,0,3.7533579455233166e-10,0,0,1600,,,
2026-07-02T13:16:16.977,,,0,5.782067013003838e-09,0,0,1600,,,
2026-07-02T13:16:17.470,,,0,7.999466354239349e-10,0,0,1600,,,
2026-07-02T13:16:17.967,,,0,3.5883661729547587e-10,0,0,1600,,,
2026-07-02T13:16:18.479,,,0,5.782067013003838e-09,0,0,1600,,,
2026-07-02T13:16:18.972,,,0,3.10464377903767e-09,0,0,1600,,,
2026-07-02T13:16:19.470,,,0,3.8675458418262426e-10,0,0,1600,,,
2026-07-02T13:16:19.965,,,0,4.327564447000702e-10,0,0,1600,,,
2026-07-02T13:16:20.471,,,0,4.075797244205761e-10,0,0,1600,,,
2026-07-02T13:16:20.968,,,0,4.2632009202909743e-10,0,0,1600,,,
2026-07-02T13:16:21.464,,,0,3.3293391514464377e-10,0,0,1600,,,
2026-07-02T13:16:21.978,,,0,3.7533579455233166e-10,0,0,1600,,,
2026-07-02T13:16:22.470,,,0,3.925935979834193e-10,0,0,1600,,,
2026-07-02T13:16:22.977,,,0,3.2798221512898437e-10,0,0,1600,,,
2026-07-02T13:16:23.473,,,0,3.697534547088379e-10,0,0,1600,,,
2026-07-02T13:16:23.975,,,0,9.719897338198342e-10,0,0,1600,,,
2026-07-02T13:16:24.476,,,0,2.679142176072215e-10,0,0,1600,,,
2026-07-02T13:16:24.968,,,0,3.430627181871586e-10,0,0,1600,,,
2026-07-02T13:16:25.479,,,0,1.154783912234354e-09,0,0,1600,,,
