timestamp,keller_pressure_bar,keller_temperature_degC,n_keller_samples,vacuum_chamber_mbar,pulses_interval,pulses_total,open_time_us,pulse_timestamps_us,pulse_open_times_us,pulse_acks
2026-06-11T10:33:44.134,,,0,,0,0,1600,,,
2026-06-11T10:33:44.643,0.9552,23.29,1,0.000137,0,0,1600,,,
2026-06-11T10:33:45.138,0.9552,23.29,1,0.000139,0,0,1600,,,
2026-06-11T10:33:45.647,0.9551,23.29,2,0.000137,0,0,1600,,,
2026-06-11T10:33:46.143,0.9551,23.29,1,0.000137,0,0,1600,,,
2026-06-11T10:33:46.648,0.9551,23.29,2,0.000136,0,0,1600,,,
2026-06-11T10:33:47.139,0.9551,23.28,1,0.000138,0,0,1600,,,
2026-06-11T10:33:47.635,0.9551,23.29,2,0.000138,0,0,1600,,,
2026-06-11T10:33:48.146,0.9551,23.28,1,0.000137,0,0,1600,,,
2026-06-11T10:33:48.643,0.9551,23.29,1,0.000137,0,0,1600,,,
2026-06-11T10:33:49.137,0.9551,23.29,2,0.000137,0,0,1600,,,
2026-06-11T10:33:49.634,0.9551,23.28,1,0.000138,0,0,1600,,,
2026-06-11T10:33:50.146,0.9551,23.28,2,0.000137,0,0,1600,,,
2026-06-11T10:33:50.642,0.9551,23.29,1,0.000138,0,0,1600,,,
2026-06-11T10:33:51.136,0.9552,23.28,1,0.000137,0,0,1600,,,
2026-06-11T10:33:51.649,0.9552,23.28,2,0.000136,0,0,1600,,,
2026-06-11T10:33:52.145,0.9552,23.28,1,0.000137,0,0,1600,,,
2026-06-11T10:33:52.642,0.9553,23.28,2,0.000139,0,0,1600,,,
2026-06-11T10:33:53.138,0.9552,23.28,1,0.000138,0,0,1600,,,
2026-06-11T10:33:53.637,0.9552,23.28,2,0.000138,0,0,1600,,,
2026-06-11T10:33:54.135,0.9553,23.28,1,0.000138,0,0,1600,,,
2026-06-11T10:33:54.631,0.9552,23.28,1,0.000137,0,0,1600,,,
2026-06-11T10:33:55.146,0.9552,23.29,2,0.000136,0,0,1600,,,
2026-06-11T10:33:55.640,0.9552,23.28,1,0.000138,0,0,1600,,,
2026-06-11T10:33:56.137,0.9552,23.28,1,0.000139,0,0,1600,,,
2026-06-11T10:33:56.635,0.9553,23.28,2,0.000138,0,0,1600,,,
2026-06-11T10:33:57.146,0.9552,23.28,1,0.000138,0,0,1600,,,
2026-06-11T10:33:57.642,0.9552,23.28,2,0.000137,0,0,1600,,,
2026-06-11T10:33:58.140,0.9551,23.28,1,0.000137,0,0,1600,,,
2026-06-11T10:33:58.640,0.9553,23.28,1,0.000138,0,0,1600,,,
2026-06-11T10:33:59.136,0.9553,23.28,2,0.000137,0,0,1600,,,
2026-06-11T10:33:59.632,0.9552,23.28,1,0.000138,0,0,1600,,,
2026-06-11T10:34:00.143,0.9552,23.28,2,0.000138,0,0,1600,,,
2026-06-11T10:34:00.639,0.9553,23.28,1,0.000137,0,0,1600,,,
2026-06-11T10:34:01.135,0.9553,23.28,1,0.000137,0,0,1600,,,
2026-06-11T10:34:01.631,0.9552,23.28,2,0.000137,0,0,1600,,,
2026-06-11T10:34:02.142,0.9553,23.28,1,0.000137,0,0,1600,,,
2026-06-11T10:34:02.639,0.9552,23.28,2,0.000137,0,0,1600,,,
2026-06-11T10:34:03.135,0.9552,23.28,1,0.000138,0,0,1600,,,
2026-06-11T10:34:03.646,0.9552,23.28,2,0.000138,0,0,1600,,,
2026-06-11T10:34:04.142,0.9552,23.28,1,0.000138,0,0,1600,,,
