timestamp,keller_pressure_bar,keller_temperature_degC,n_keller_samples,vacuum_chamber_mbar,pulses_interval,pulses_total,open_time_us,pulse_timestamps_us,pulse_open_times_us,pulse_acks
2026-06-11T09:59:53.750,,,0,,0,0,1600,,,
2026-06-11T09:59:54.264,0.9584,23.77,1,0.000135,0,0,1600,,,
2026-06-11T09:59:54.754,0.9584,23.77,1,0.000134,0,0,1600,,,
2026-06-11T09:59:55.248,0.9584,23.77,2,0.000134,0,0,1600,,,
2026-06-11T09:59:55.755,0.9584,23.77,1,0.000134,0,0,1600,,,
2026-06-11T09:59:56.263,0.9585,23.77,2,0.000134,0,0,1600,,,
2026-06-11T09:59:56.754,0.9584,23.77,1,0.000134,0,0,1600,,,
2026-06-11T09:59:57.244,0.9584,23.77,1,0.000134,0,0,1600,,,
2026-06-11T09:59:57.750,0.9585,23.77,2,0.000133,0,0,1600,,,
2026-06-11T09:59:58.259,0.9584,23.77,1,0.000134,0,0,1600,,,
2026-06-11T09:59:58.751,0.9584,23.77,2,0.000134,0,0,1600,,,
2026-06-11T09:59:59.259,0.9584,23.77,1,0.000135,0,0,1600,,,
2026-06-11T09:59:59.751,0.9584,23.77,2,0.000133,0,0,1600,,,
2026-06-11T10:00:00.259,0.9583,23.77,1,0.000134,0,0,1600,,,
2026-06-11T10:00:00.752,0.9584,23.77,1,0.000134,0,0,1600,,,
2026-06-11T10:00:01.260,0.9585,23.77,2,0.000134,0,0,1600,,,
2026-06-11T10:00:01.751,0.9584,23.77,1,0.000134,0,0,1600,,,
2026-06-11T10:00:02.259,0.9584,23.77,2,0.000133,0,0,1600,,,
2026-06-11T10:00:02.751,0.9584,23.77,1,0.000134,0,0,1600,,,
2026-06-11T10:00:03.261,0.9584,23.77,1,0.000133,0,0,1600,,,
2026-06-11T10:00:03.737,0.9584,23.77,2,0.000135,0,0,1600,,,
2026-06-11T10:00:04.246,0.9585,23.77,1,0.000136,0,0,1600,,,
2026-06-11T10:00:04.738,0.9585,23.77,2,0.000136,0,0,1600,,,
2026-06-11T10:00:05.260,0.9584,23.77,1,0.000134,0,0,1600,,,
2026-06-11T10:00:05.751,0.9585,23.77,1,0.000134,0,0,1600,,,
2026-06-11T10:00:06.256,0.9584,23.76,2,0.000135,0,0,1600,,,
2026-06-11T10:00:06.764,0.9584,23.76,1,0.000134,0,0,1600,,,
2026-06-11T10:00:07.250,0.9583,23.76,2,0.000133,0,0,1600,,,
2026-06-11T10:00:07.763,0.9584,23.77,1,0.000134,0,0,1600,,,
2026-06-11T10:00:08.262,0.9583,23.77,2,0.000134,0,0,1600,,,
2026-06-11T10:00:08.762,0.9583,23.76,1,0.000134,0,0,1600,,,
2026-06-11T10:00:09.259,0.9584,23.76,1,0.000135,0,0,1600,,,
2026-06-11T10:00:09.758,0.9585,23.77,2,0.000135,0,0,1600,,,
2026-06-11T10:00:10.256,0.9584,23.76,1,0.000135,0,0,1600,,,
2026-06-11T10:00:10.756,0.9584,23.76,2,0.000134,0,0,1600,,,
2026-06-11T10:00:11.260,0.9583,23.77,1,0.000133,0,0,1600,,,
2026-06-11T10:00:11.759,0.9583,23.76,1,0.000134,0,0,1600,,,
2026-06-11T10:00:12.258,0.9583,23.76,2,0.000133,0,0,1600,,,
2026-06-11T10:00:12.756,0.9583,23.77,1,0.000135,0,0,1600,,,
