timestamp,keller_pressure_bar,keller_temperature_degC,n_keller_samples,vacuum_chamber_mbar,pulses_interval,pulses_total,open_time_us,pulse_timestamps_us,pulse_open_times_us,pulse_acks
2026-06-15T11:48:25.242,,,0,0.000138,0,0,1600,,,
2026-06-15T11:48:25.745,0.9514,24.74,1,0.000137,0,0,1600,,,
2026-06-15T11:48:26.247,0.9515,24.75,1,0.000138,0,0,1600,,,
2026-06-15T11:48:26.748,0.9515,24.74,2,0.000139,0,0,1600,,,
2026-06-15T11:48:27.244,0.9515,24.74,1,0.000138,0,0,1600,,,
2026-06-15T11:48:27.757,0.9515,24.74,2,0.000139,0,0,1600,,,
2026-06-15T11:48:28.243,0.9515,24.75,1,0.000139,0,0,1600,,,
2026-06-15T11:48:28.755,0.9515,24.74,2,0.000138,0,0,1600,,,
2026-06-15T11:48:29.249,0.9515,24.75,1,0.000138,0,0,1600,,,
2026-06-15T11:48:29.746,0.9515,24.74,1,0.000139,0,0,1600,,,
2026-06-15T11:48:30.244,0.9515,24.74,2,0.000137,0,0,1600,,,
2026-06-15T11:48:30.743,0.9515,24.74,1,0.000139,0,0,1600,,,
2026-06-15T11:48:31.257,0.9515,24.74,2,0.000138,0,0,1600,,,
2026-06-15T11:48:31.742,0.9516,24.74,1,0.000139,0,0,1600,,,
2026-06-15T11:48:32.242,0.9514,24.74,1,0.000138,0,0,1600,,,
2026-06-15T11:48:32.742,0.9515,24.74,2,0.000138,0,0,1600,,,
2026-06-15T11:48:33.242,0.9515,24.74,1,0.000137,0,0,1600,,,
2026-06-15T11:48:33.755,0.9515,24.74,1,0.000138,0,0,1600,,,
2026-06-15T11:48:34.255,0.9515,24.74,2,0.000138,0,0,1600,,,
2026-06-15T11:48:34.752,0.9515,24.74,1,0.000139,0,0,1600,,,
2026-06-15T11:48:35.257,0.9515,24.74,2,0.000139,0,0,1600,,,
2026-06-15T11:48:35.744,0.9514,24.74,1,0.000137,0,0,1600,,,
2026-06-15T11:48:36.244,0.9514,24.74,1,0.000138,0,0,1600,,,
